,合约系列,成交量,持仓量,持仓量变化,成交额,行权量,隐含波动率,date
401,cu1907                        ,20,1180,4,14.997,,0.16223,2018-11-26
402,cu1908                        ,106,1128,-18,76.271,,0.162507,2018-11-26
403,cu1909                        ,70,1546,-4,68.139,,0.156958,2018-11-26
404,cu1910                        ,54,896,14,59.215,,0.164762,2018-11-26
405,cu1911                        ,80,426,-2,177.918,,0.163113,2018-11-26
406,cu1901                        ,39806,31640,3782,22514.231,,0.178123,2018-11-27
407,cu1902                        ,13448,12448,-54,12606.867,,0.163977,2018-11-27
408,cu1903                        ,4450,3482,268,4217.115,,0.159897,2018-11-27
409,cu1904                        ,778,1494,-24,923.218,,0.16349,2018-11-27
410,cu1905                        ,344,1386,-28,510.342,,0.160192,2018-11-27
411,cu1906                        ,178,1110,58,124.513,,0.161198,2018-11-27
412,cu1907                        ,28,1182,2,37.025,,0.157706,2018-11-27
413,cu1908                        ,62,1140,12,65.054,,0.163474,2018-11-27
414,cu1909                        ,72,1570,24,116.006,,0.16045,2018-11-27
415,cu1910                        ,76,910,14,97.855,,0.16295,2018-11-27
416,cu1911                        ,88,450,24,138.934,,0.162225,2018-11-27
417,cu1901                        ,32914,31876,236,18824.64,,0.183001,2018-11-28
418,cu1902                        ,11876,12862,414,11897.591,,0.168554,2018-11-28
419,cu1903                        ,2780,3516,34,2792.571,,0.1628,2018-11-28
420,cu1904                        ,88,1486,-8,50.451,,0.161115,2018-11-28
421,cu1905                        ,84,1382,-4,46.392,,0.163625,2018-11-28
422,cu1906                        ,36,1104,-6,28.073,,0.161191,2018-11-28
423,cu1907                        ,14,1184,2,14.879,,0.163989,2018-11-28
424,cu1908                        ,40,1160,20,44.578,,0.156384,2018-11-28
425,cu1909                        ,116,1552,-18,221.452,,0.162691,2018-11-28
426,cu1910                        ,220,900,-10,509.674,,0.161494,2018-11-28
427,cu1911                        ,182,466,16,377.392,,0.163184,2018-11-28
428,cu1901                        ,29174,32682,806,12103.641,,0.178388,2018-11-29
429,cu1902                        ,11698,13928,1066,7335.139,,0.168823,2018-11-29
430,cu1903                        ,2570,3604,88,1858.268,,0.162211,2018-11-29
431,cu1904                        ,100,1504,18,62.033,,0.159485,2018-11-29
432,cu1905                        ,132,1388,6,89.071,,0.162821,2018-11-29
433,cu1906                        ,32,1098,-6,24.417,,0.161677,2018-11-29
434,cu1907                        ,10,1182,-2,8.445,,0.161768,2018-11-29
435,cu1908                        ,78,1154,-6,82.84,,0.165033,2018-11-29
436,cu1909                        ,10,1550,-2,16.964,,0.156541,2018-11-29
437,cu1910                        ,130,916,16,206.597,,0.159364,2018-11-29
438,cu1911                        ,84,454,-12,215.134,,0.156595,2018-11-29
439,cu1901                        ,19942,32184,-498,9475.359,,0.173311,2018-11-30
440,cu1902                        ,7772,14696,768,4721.581,,0.169193,2018-11-30
441,cu1903                        ,2112,3692,88,1647.121,,0.162438,2018-11-30
442,cu1904                        ,22,1504,0,24.255,,0.159927,2018-11-30
443,cu1905                        ,10,1384,-4,9.869,,0.163993,2018-11-30
444,cu1906                        ,62,1122,24,82.928,,0.159168,2018-11-30
445,cu1907                        ,308,1428,246,639.221,,0.160942,2018-11-30
446,cu1908                        ,172,1284,130,419.356,,0.160207,2018-11-30
447,cu1909                        ,108,1580,30,217.474,,0.159489,2018-11-30
448,cu1910                        ,116,972,56,282.184,,0.159401,2018-11-30
449,cu1911                        ,76,474,20,151.45,,0.158446,2018-11-30
450,cu1901                        ,33908,31202,-982,14432.448,,0.171512,2018-12-03
451,cu1902                        ,14190,15304,608,7261.891,,0.164866,2018-12-03
452,cu1903                        ,5784,3842,150,3944.63,,0.164191,2018-12-03
453,cu1904                        ,272,1508,4,312.99,,0.179531,2018-12-03
454,cu1905                        ,422,1526,142,392.937,,0.152745,2018-12-03
455,cu1906                        ,154,1146,24,174.273,,0.161009,2018-12-03
456,cu1907                        ,396,1566,138,587.26,,0.164276,2018-12-03
457,cu1908                        ,406,1486,202,767.876,,0.168596,2018-12-03
458,cu1909                        ,340,1736,156,644.818,,0.167388,2018-12-03
459,cu1910                        ,434,1184,212,786.817,,0.163337,2018-12-03
460,cu1911                        ,200,554,80,354.048,,0.161837,2018-12-03
461,cu1901                        ,29006,30764,-438,16306.64,,0.1592,2018-12-04
462,cu1902                        ,13326,16254,950,7806.304,,0.16476,2018-12-04
463,cu1903                        ,5414,4184,342,3308.127,,0.164208,2018-12-04
464,cu1904                        ,106,1502,-6,77.713,,0.162035,2018-12-04
465,cu1905                        ,110,1524,-2,112.482,,0.159518,2018-12-04
466,cu1906                        ,50,1150,4,69.446,,0.159185,2018-12-04
467,cu1907                        ,140,1538,-28,202.961,,0.166722,2018-12-04
468,cu1908                        ,100,1468,-18,130.162,,0.161455,2018-12-04
469,cu1909                        ,116,1734,-2,183.534,,0.16191,2018-12-04
470,cu1910                        ,164,1150,-34,292.506,,0.160588,2018-12-04
471,cu1911                        ,258,550,-4,689.941,,0.161973,2018-12-04
472,cu1901                        ,40770,30574,-190,15516.338,,0.161345,2018-12-05
473,cu1902                        ,17196,16562,308,11489.205,,0.164765,2018-12-05
474,cu1903                        ,5926,4424,240,3469.233,,0.161384,2018-12-05
475,cu1904                        ,74,1508,6,84.232,,0.160737,2018-12-05
476,cu1905                        ,16,1524,0,11.796,,0.163504,2018-12-05
477,cu1906                        ,8,1142,-8,6.981,,0.160578,2018-12-05
478,cu1907                        ,14,1536,-2,16.425,,0.157964,2018-12-05
479,cu1908                        ,58,1446,-22,80.036,,0.16195,2018-12-05
480,cu1909                        ,60,1736,2,115.155,,0.159538,2018-12-05
481,cu1910                        ,150,1166,16,282.016,,0.159842,2018-12-05
482,cu1911                        ,168,554,4,465.085,,0.157228,2018-12-05
483,cu1901                        ,23386,30398,-176,10942.002,,0.158384,2018-12-06
484,cu1902                        ,19410,14914,-1648,10855.913,,0.15775,2018-12-06
485,cu1903                        ,5208,4496,72,2672.238,,0.158847,2018-12-06
486,cu1904                        ,122,1550,42,55.469,,0.160873,2018-12-06
487,cu1905                        ,124,1568,44,137.711,,0.153202,2018-12-06
488,cu1906                        ,6,1138,-4,2.082,,0.159853,2018-12-06
489,cu1907                        ,116,1452,-84,273.039,,0.160176,2018-12-06
490,cu1908                        ,206,1324,-122,416.5,,0.161731,2018-12-06
491,cu1909                        ,140,1720,-16,267.716,,0.158342,2018-12-06
492,cu1910                        ,130,1184,18,141.523,,0.160849,2018-12-06
493,cu1911                        ,214,564,10,581.751,,0.157245,2018-12-06
494,cu1901                        ,30096,30746,348,12668.509,,0.15867,2018-12-07
495,cu1902                        ,20036,15346,432,12215.34,,0.157315,2018-12-07
496,cu1903                        ,6172,4552,56,2639.999,,0.156421,2018-12-07
497,cu1904                        ,32,1542,-8,29.112,,0.148678,2018-12-07
498,cu1905                        ,30,1554,-14,17.776,,0.143732,2018-12-07
499,cu1906                        ,20,1138,0,28.687,,0.163546,2018-12-07
500,cu1907                        ,4,1450,-2,4.286,,0.159545,2018-12-07
501,cu1908                        ,42,1332,8,66.076,,0.163989,2018-12-07
502,cu1909                        ,32,1724,4,44.594,,0.159085,2018-12-07
503,cu1910                        ,34,1198,14,54.98,,0.159675,2018-12-07
504,cu1911                        ,138,570,6,417.392,,0.15896,2018-12-07
505,cu1901                        ,20310,30888,142,8976.956,,0.164919,2018-12-10
506,cu1902                        ,12100,15602,256,8713.603,,0.159383,2018-12-10
507,cu1903                        ,7488,5868,1316,2915.501,,0.156448,2018-12-10
508,cu1904                        ,150,1550,8,109.715,,0.158269,2018-12-10
509,cu1905                        ,188,1608,54,130.727,,0.158173,2018-12-10
510,cu1906                        ,22,1140,2,8.896,,0.159086,2018-12-10
511,cu1907                        ,44,1452,2,40.726,,0.162725,2018-12-10
512,cu1908                        ,12,1338,6,18.135,,0.15955,2018-12-10
513,cu1909                        ,8,1730,6,8.929,,0.162518,2018-12-10
514,cu1910                        ,46,1210,12,89.516,,0.16039,2018-12-10
515,cu1911                        ,272,620,50,636.576,,0.156516,2018-12-10
516,cu1901                        ,26698,31802,914,10648.649,,0.16172,2018-12-11
517,cu1902                        ,17480,16050,448,11070.536,,0.157767,2018-12-11
518,cu1903                        ,5212,6230,362,2699.792,,0.15444,2018-12-11
519,cu1904                        ,18,1550,0,15.852,,0.159249,2018-12-11
520,cu1905                        ,56,1602,-6,49.557,,0.157503,2018-12-11
521,cu1906                        ,56,1142,2,34.774,,0.15824,2018-12-11
522,cu1907                        ,32,1456,4,24.331,,0.159255,2018-12-11
523,cu1908                        ,28,1344,6,50.704,,0.158275,2018-12-11
524,cu1909                        ,18,1730,0,21.288,,0.157228,2018-12-11
525,cu1910                        ,30,1222,12,41.969,,0.157416,2018-12-11
526,cu1911                        ,282,658,38,711.642,,0.156184,2018-12-11
527,cu1901                        ,28986,31592,-210,10466.469,,0.145316,2018-12-12
528,cu1902                        ,13228,16146,96,7219.702,,0.151188,2018-12-12
529,cu1903                        ,6114,6504,274,2709.921,,0.150908,2018-12-12
530,cu1904                        ,38,1548,-2,10.352,,0.145712,2018-12-12
531,cu1905                        ,38,1612,10,14.36,,0.155724,2018-12-12
532,cu1906                        ,294,1242,100,288.322,,0.151449,2018-12-12
533,cu1907                        ,98,1474,18,78.44,,0.157522,2018-12-12
534,cu1908                        ,20,1346,2,21.539,,0.15731,2018-12-12
535,cu1909                        ,88,1764,34,125.717,,0.158887,2018-12-12
536,cu1910                        ,78,1212,-10,67.273,,0.158635,2018-12-12
537,cu1911                        ,38,672,14,54.652,,0.15812,2018-12-12
538,cu1901                        ,25276,31284,-308,13719.927,,0.142465,2018-12-13
539,cu1902                        ,17942,16396,250,10978.104,,0.147662,2018-12-13
540,cu1903                        ,6338,6732,228,2584.636,,0.148159,2018-12-13
541,cu1904                        ,108,1580,32,72.741,,0.149078,2018-12-13
542,cu1905                        ,68,1612,0,33.101,,0.152002,2018-12-13
543,cu1906                        ,154,1292,50,131.572,,0.151602,2018-12-13
544,cu1907                        ,46,1498,24,38.107,,0.155689,2018-12-13
545,cu1908                        ,18,1346,0,15.22,,0.152694,2018-12-13
546,cu1909                        ,16,1762,-2,27.697,,0.15487,2018-12-13
547,cu1910                        ,12,1216,4,7.514,,0.156837,2018-12-13
548,cu1911                        ,222,680,8,616.41,,0.152009,2018-12-13
549,cu1901                        ,24386,30642,-642,16086.586,,0.117339,2018-12-14
550,cu1902                        ,19178,17486,1090,13388.035,,0.132052,2018-12-14
551,cu1903                        ,6362,7096,364,2270.367,,0.145818,2018-12-14
552,cu1904                        ,316,1646,66,270.938,,0.145959,2018-12-14
553,cu1905                        ,162,1620,8,154.126,,0.152232,2018-12-14
554,cu1906                        ,76,1292,0,69.101,,0.150459,2018-12-14
555,cu1907                        ,102,1522,24,117.481,,0.154188,2018-12-14
556,cu1908                        ,50,1340,-6,76.713,,0.151723,2018-12-14
557,cu1909                        ,48,1774,12,52.95,,0.154223,2018-12-14
558,cu1910                        ,174,1222,6,336.678,,0.153673,2018-12-14
559,cu1911                        ,304,710,30,716.369,,0.153005,2018-12-14
560,cu1901                        ,26478,29810,-832,16322.906,,0.141782,2018-12-17
561,cu1902                        ,19502,18062,576,14254.325,,0.138429,2018-12-17
562,cu1903                        ,5428,7624,528,2042.949,,0.14871,2018-12-17
563,cu1904                        ,352,1638,-8,314.434,,0.147648,2018-12-17
564,cu1905                        ,162,1634,14,90.217,,0.151883,2018-12-17
565,cu1906                        ,116,1326,34,82.936,,0.153021,2018-12-17
566,cu1907                        ,414,1714,192,379.69,,0.150999,2018-12-17
567,cu1908                        ,98,1356,16,100.724,,0.154156,2018-12-17
568,cu1909                        ,46,1784,10,41.894,,0.156598,2018-12-17
569,cu1910                        ,104,1234,12,299.896,,0.148451,2018-12-17
570,cu1911                        ,212,724,14,560.715,,0.15311,2018-12-17
571,cu1901                        ,21154,29518,-292,9673.843,,0.142036,2018-12-18
572,cu1902                        ,20228,18640,578,10861.433,,0.137766,2018-12-18
573,cu1903                        ,9382,8180,556,3975.323,,0.145156,2018-12-18
574,cu1904                        ,5536,2454,816,3629.589,,0.145315,2018-12-18
575,cu1905                        ,130,1660,26,111.396,,0.148992,2018-12-18
576,cu1906                        ,56,1340,14,33.696,,0.150504,2018-12-18
577,cu1907                        ,84,1734,20,79.376,,0.150805,2018-12-18
578,cu1908                        ,54,1370,14,96.592,,0.152959,2018-12-18
579,cu1909                        ,56,1796,12,86.158,,0.15431,2018-12-18
580,cu1910                        ,70,1238,4,183.574,,0.148935,2018-12-18
581,cu1911                        ,28,726,2,57.916,,0.153319,2018-12-18
582,cu1912                        ,260,112,112,511.682,,0.149126,2018-12-18
583,cu1901                        ,33822,27762,-1756,11432.66,,0.149526,2018-12-19
584,cu1902                        ,29256,20418,1778,12531.46,,0.156927,2018-12-19
585,cu1903                        ,10560,8712,532,4614.641,,0.147725,2018-12-19
586,cu1904                        ,6192,2968,514,3608.756,,0.147316,2018-12-19
587,cu1905                        ,228,1712,52,168.274,,0.153883,2018-12-19
588,cu1906                        ,126,1396,56,130.582,,0.151176,2018-12-19
589,cu1907                        ,148,1722,-12,249.096,,0.151034,2018-12-19
590,cu1908                        ,364,1286,-84,853.16,,0.150408,2018-12-19
591,cu1909                        ,256,1676,-120,686.788,,0.144206,2018-12-19
592,cu1910                        ,226,1206,-32,623.991,,0.144376,2018-12-19
593,cu1911                        ,110,746,20,167.545,,0.157597,2018-12-19
594,cu1912                        ,184,210,98,238.506,,0.155822,2018-12-19
595,cu1901                        ,30476,27538,-224,16315.297,,0.163657,2018-12-20
